race,name,driver,team,lap,time
22,uae,Antonio Giovinazzi,alfaR,1,93.17
22,uae,Antonio Giovinazzi,alfaR,2,91.837
22,uae,Antonio Giovinazzi,alfaR,3,91.553
22,uae,Antonio Giovinazzi,alfaR,4,91.597
22,uae,Antonio Giovinazzi,alfaR,5,91.313
22,uae,Antonio Giovinazzi,alfaR,6,90.707
22,uae,Antonio Giovinazzi,alfaR,7,91.022
22,uae,Antonio Giovinazzi,alfaR,8,91.039
22,uae,Antonio Giovinazzi,alfaR,9,91.035
22,uae,Antonio Giovinazzi,alfaR,10,90.746
22,uae,Antonio Giovinazzi,alfaR,11,90.868
22,uae,Antonio Giovinazzi,alfaR,12,90.853
22,uae,Antonio Giovinazzi,alfaR,13,90.546
22,uae,Antonio Giovinazzi,alfaR,14,90.55
22,uae,Antonio Giovinazzi,alfaR,15,90.682
22,uae,Antonio Giovinazzi,alfaR,16,92.432
22,uae,Antonio Giovinazzi,alfaR,17,111.395
22,uae,Antonio Giovinazzi,alfaR,18,89.556
22,uae,Antonio Giovinazzi,alfaR,19,90.001
22,uae,Antonio Giovinazzi,alfaR,20,90.18
22,uae,Antonio Giovinazzi,alfaR,21,90.137
22,uae,Antonio Giovinazzi,alfaR,22,90.346
22,uae,Antonio Giovinazzi,alfaR,23,91.109
22,uae,Antonio Giovinazzi,alfaR,24,89.792
22,uae,Antonio Giovinazzi,alfaR,25,90.004
22,uae,Antonio Giovinazzi,alfaR,26,89.712
22,uae,Antonio Giovinazzi,alfaR,27,90.282
22,uae,Antonio Giovinazzi,alfaR,28,89.694
22,uae,Antonio Giovinazzi,alfaR,29,89.775
22,uae,Antonio Giovinazzi,alfaR,30,89.505
22,uae,Antonio Giovinazzi,alfaR,31,89.596
22,uae,Antonio Giovinazzi,alfaR,32,89.442
22,uae,Carlos Sainz,ferrari,1,90.325
22,uae,Carlos Sainz,ferrari,2,90.155
22,uae,Carlos Sainz,ferrari,3,90.356
22,uae,Carlos Sainz,ferrari,4,90.387
22,uae,Carlos Sainz,ferrari,5,90.329
22,uae,Carlos Sainz,ferrari,6,90.316
22,uae,Carlos Sainz,ferrari,7,90.255
22,uae,Carlos Sainz,ferrari,8,90.165
22,uae,Carlos Sainz,ferrari,9,90.174
22,uae,Carlos Sainz,ferrari,10,89.8
22,uae,Carlos Sainz,ferrari,11,89.772
22,uae,Carlos Sainz,ferrari,12,89.801
22,uae,Carlos Sainz,ferrari,13,89.591
22,uae,Carlos Sainz,ferrari,14,89.938
22,uae,Carlos Sainz,ferrari,15,89.591
22,uae,Carlos Sainz,ferrari,16,89.311
22,uae,Carlos Sainz,ferrari,17,90.907
22,uae,Carlos Sainz,ferrari,18,92.384
22,uae,Carlos Sainz,ferrari,19,110.428
22,uae,Carlos Sainz,ferrari,20,89.752
22,uae,Carlos Sainz,ferrari,21,89.803
22,uae,Carlos Sainz,ferrari,22,89.736
22,uae,Carlos Sainz,ferrari,23,89.576
22,uae,Carlos Sainz,ferrari,24,89.61
22,uae,Carlos Sainz,ferrari,25,89.505
22,uae,Carlos Sainz,ferrari,26,89.666
22,uae,Carlos Sainz,ferrari,27,89.719
22,uae,Carlos Sainz,ferrari,28,89.259
22,uae,Carlos Sainz,ferrari,29,89.121
22,uae,Carlos Sainz,ferrari,30,89.391
22,uae,Carlos Sainz,ferrari,31,89.116
22,uae,Carlos Sainz,ferrari,32,89.158
22,uae,Carlos Sainz,ferrari,33,88.828
22,uae,Carlos Sainz,ferrari,34,93.791
22,uae,Carlos Sainz,ferrari,35,115.364
22,uae,Carlos Sainz,ferrari,36,101.553
22,uae,Carlos Sainz,ferrari,37,88.292
22,uae,Carlos Sainz,ferrari,38,88.384
22,uae,Carlos Sainz,ferrari,39,88.325
22,uae,Carlos Sainz,ferrari,40,88.279
22,uae,Carlos Sainz,ferrari,41,88.037
22,uae,Carlos Sainz,ferrari,42,88.178
22,uae,Carlos Sainz,ferrari,43,87.643
22,uae,Carlos Sainz,ferrari,44,87.929
22,uae,Carlos Sainz,ferrari,45,87.674
22,uae,Charles Leclerc,ferrari,1,91.14
22,uae,Charles Leclerc,ferrari,2,90.91
22,uae,Charles Leclerc,ferrari,3,90.509
22,uae,Charles Leclerc,ferrari,4,90.63
22,uae,Charles Leclerc,ferrari,5,90.586
22,uae,Charles Leclerc,ferrari,6,90.32
22,uae,Charles Leclerc,ferrari,7,90.372
22,uae,Charles Leclerc,ferrari,8,90.104
22,uae,Charles Leclerc,ferrari,9,90.268
22,uae,Charles Leclerc,ferrari,10,89.996
22,uae,Charles Leclerc,ferrari,11,90.381
22,uae,Charles Leclerc,ferrari,12,90.323
22,uae,Charles Leclerc,ferrari,13,92.05
22,uae,Charles Leclerc,ferrari,14,93.881
22,uae,Charles Leclerc,ferrari,15,110.853
22,uae,Charles Leclerc,ferrari,16,89.408
22,uae,Charles Leclerc,ferrari,17,89.283
22,uae,Charles Leclerc,ferrari,18,89.641
22,uae,Charles Leclerc,ferrari,19,89.493
22,uae,Charles Leclerc,ferrari,20,89.563
22,uae,Charles Leclerc,ferrari,21,89.588
22,uae,Charles Leclerc,ferrari,22,89.379
22,uae,Charles Leclerc,ferrari,23,89.104
22,uae,Charles Leclerc,ferrari,24,89.416
22,uae,Charles Leclerc,ferrari,25,89.442
22,uae,Charles Leclerc,ferrari,26,89.215
22,uae,Charles Leclerc,ferrari,27,89.254
22,uae,Charles Leclerc,ferrari,28,89.255
22,uae,Charles Leclerc,ferrari,29,89.093
22,uae,Charles Leclerc,ferrari,30,89.381
22,uae,Charles Leclerc,ferrari,31,88.823
22,uae,Charles Leclerc,ferrari,32,89.148
22,uae,Charles Leclerc,ferrari,33,90.05
22,uae,Charles Leclerc,ferrari,34,96.558
22,uae,Charles Leclerc,ferrari,35,128.653
22,uae,Charles Leclerc,ferrari,36,97.309
22,uae,Charles Leclerc,ferrari,37,88.725
22,uae,Charles Leclerc,ferrari,38,88.907
22,uae,Charles Leclerc,ferrari,39,88.433
22,uae,Charles Leclerc,ferrari,40,88.338
22,uae,Charles Leclerc,ferrari,41,88.729
22,uae,Charles Leclerc,ferrari,42,88.954
22,uae,Charles Leclerc,ferrari,43,89.171
22,uae,Charles Leclerc,ferrari,44,90.335
22,uae,Charles Leclerc,ferrari,45,88.982
22,uae,Daniel Ricciardo,mclaren,1,92.138
22,uae,Daniel Ricciardo,mclaren,2,91.096
22,uae,Daniel Ricciardo,mclaren,3,91.26
22,uae,Daniel Ricciardo,mclaren,4,91.06
22,uae,Daniel Ricciardo,mclaren,5,90.776
22,uae,Daniel Ricciardo,mclaren,6,91.021
22,uae,Daniel Ricciardo,mclaren,7,90.954
22,uae,Daniel Ricciardo,mclaren,8,90.509
22,uae,Daniel Ricciardo,mclaren,9,90.658
22,uae,Daniel Ricciardo,mclaren,10,90.714
22,uae,Daniel Ricciardo,mclaren,11,90.668
22,uae,Daniel Ricciardo,mclaren,12,91.229
22,uae,Daniel Ricciardo,mclaren,13,91.146
22,uae,Daniel Ricciardo,mclaren,14,90.859
22,uae,Daniel Ricciardo,mclaren,15,90.661
22,uae,Daniel Ricciardo,mclaren,16,90.828
22,uae,Daniel Ricciardo,mclaren,17,92.751
22,uae,Daniel Ricciardo,mclaren,18,110.014
22,uae,Daniel Ricciardo,mclaren,19,89.33
22,uae,Daniel Ricciardo,mclaren,20,90.116
22,uae,Daniel Ricciardo,mclaren,21,89.051
22,uae,Daniel Ricciardo,mclaren,22,89.548
22,uae,Daniel Ricciardo,mclaren,23,89.398
22,uae,Daniel Ricciardo,mclaren,24,89.479
22,uae,Daniel Ricciardo,mclaren,25,89.253
22,uae,Daniel Ricciardo,mclaren,26,89.289
22,uae,Daniel Ricciardo,mclaren,27,89.165
22,uae,Daniel Ricciardo,mclaren,28,89.168
22,uae,Daniel Ricciardo,mclaren,29,89.29
22,uae,Daniel Ricciardo,mclaren,30,89.232
22,uae,Daniel Ricciardo,mclaren,31,88.88
22,uae,Daniel Ricciardo,mclaren,32,89.042
22,uae,Daniel Ricciardo,mclaren,33,88.817
22,uae,Daniel Ricciardo,mclaren,34,97.126
22,uae,Daniel Ricciardo,mclaren,35,114.231
22,uae,Daniel Ricciardo,mclaren,36,98.7
22,uae,Daniel Ricciardo,mclaren,37,89.066
22,uae,Daniel Ricciardo,mclaren,38,89.466
22,uae,Daniel Ricciardo,mclaren,39,88.879
22,uae,Daniel Ricciardo,mclaren,40,89.022
22,uae,Daniel Ricciardo,mclaren,41,89.406
22,uae,Daniel Ricciardo,mclaren,42,89.274
22,uae,Daniel Ricciardo,mclaren,43,89.077
22,uae,Daniel Ricciardo,mclaren,44,88.968
22,uae,Daniel Ricciardo,mclaren,45,90.342
22,uae,Esteban Ocon,alpine,1,92.085
22,uae,Esteban Ocon,alpine,2,90.852
22,uae,Esteban Ocon,alpine,3,91.193
22,uae,Esteban Ocon,alpine,4,90.854
22,uae,Esteban Ocon,alpine,5,90.881
22,uae,Esteban Ocon,alpine,6,90.764
22,uae,Esteban Ocon,alpine,7,90.631
22,uae,Esteban Ocon,alpine,8,90.719
22,uae,Esteban Ocon,alpine,9,90.572
22,uae,Esteban Ocon,alpine,10,90.665
22,uae,Esteban Ocon,alpine,11,90.742
22,uae,Esteban Ocon,alpine,12,90.861
22,uae,Esteban Ocon,alpine,13,91.166
22,uae,Esteban Ocon,alpine,14,93.316
22,uae,Esteban Ocon,alpine,15,109.514
22,uae,Esteban Ocon,alpine,16,90.024
22,uae,Esteban Ocon,alpine,17,89.874
22,uae,Esteban Ocon,alpine,18,90.258
22,uae,Esteban Ocon,alpine,19,89.341
22,uae,Esteban Ocon,alpine,20,89.85
22,uae,Esteban Ocon,alpine,21,89.479
22,uae,Esteban Ocon,alpine,22,89.303
22,uae,Esteban Ocon,alpine,23,89.599
22,uae,Esteban Ocon,alpine,24,89.631
22,uae,Esteban Ocon,alpine,25,89.475
22,uae,Esteban Ocon,alpine,26,89.351
22,uae,Esteban Ocon,alpine,27,89.556
22,uae,Esteban Ocon,alpine,28,88.992
22,uae,Esteban Ocon,alpine,29,88.878
22,uae,Esteban Ocon,alpine,30,89.321
22,uae,Esteban Ocon,alpine,31,89.06
22,uae,Esteban Ocon,alpine,32,89.03
22,uae,Esteban Ocon,alpine,33,89.181
22,uae,Esteban Ocon,alpine,34,95.55
22,uae,Esteban Ocon,alpine,35,116.756
22,uae,Esteban Ocon,alpine,36,98.906
22,uae,Esteban Ocon,alpine,37,89.65
22,uae,Esteban Ocon,alpine,38,89.619
22,uae,Esteban Ocon,alpine,39,88.939
22,uae,Esteban Ocon,alpine,40,89.15
22,uae,Esteban Ocon,alpine,41,89.401
22,uae,Esteban Ocon,alpine,42,89.096
22,uae,Esteban Ocon,alpine,43,89.164
22,uae,Esteban Ocon,alpine,44,88.96
22,uae,Esteban Ocon,alpine,45,89.012
22,uae,Fernando Alonso,alpine,1,92.422
22,uae,Fernando Alonso,alpine,2,91.511
22,uae,Fernando Alonso,alpine,3,91.321
22,uae,Fernando Alonso,alpine,4,91.339
22,uae,Fernando Alonso,alpine,5,90.92
22,uae,Fernando Alonso,alpine,6,90.811
22,uae,Fernando Alonso,alpine,7,91.052
22,uae,Fernando Alonso,alpine,8,90.99
22,uae,Fernando Alonso,alpine,9,90.989
22,uae,Fernando Alonso,alpine,10,90.577
22,uae,Fernando Alonso,alpine,11,90.535
22,uae,Fernando Alonso,alpine,12,90.488
22,uae,Fernando Alonso,alpine,13,90.842
22,uae,Fernando Alonso,alpine,14,90.817
22,uae,Fernando Alonso,alpine,15,90.648
22,uae,Fernando Alonso,alpine,16,90.93
22,uae,Fernando Alonso,alpine,17,90.574
22,uae,Fernando Alonso,alpine,18,90.331
22,uae,Fernando Alonso,alpine,19,90.024
22,uae,Fernando Alonso,alpine,20,89.633
22,uae,Fernando Alonso,alpine,21,89.899
22,uae,Fernando Alonso,alpine,22,89.593
22,uae,Fernando Alonso,alpine,23,89.667
22,uae,Fernando Alonso,alpine,24,89.527
22,uae,Fernando Alonso,alpine,25,89.527
22,uae,Fernando Alonso,alpine,26,89.379
22,uae,Fernando Alonso,alpine,27,89.312
22,uae,Fernando Alonso,alpine,28,89.074
22,uae,Fernando Alonso,alpine,29,89.378
22,uae,Fernando Alonso,alpine,30,89.314
22,uae,Fernando Alonso,alpine,31,89.165
22,uae,Fernando Alonso,alpine,32,89.13
22,uae,Fernando Alonso,alpine,33,88.931
22,uae,Fernando Alonso,alpine,34,90.285
22,uae,Fernando Alonso,alpine,35,117.817
22,uae,Fernando Alonso,alpine,36,116.24
22,uae,Fernando Alonso,alpine,37,90.132
22,uae,Fernando Alonso,alpine,38,88.811
22,uae,Fernando Alonso,alpine,39,89.256
22,uae,Fernando Alonso,alpine,40,90.486
22,uae,Fernando Alonso,alpine,41,89.43
22,uae,Fernando Alonso,alpine,42,88.946
22,uae,Fernando Alonso,alpine,43,89.07
22,uae,Fernando Alonso,alpine,44,89.019
22,uae,Fernando Alonso,alpine,45,88.762
22,uae,George Russell,williams,1,94.186
22,uae,George Russell,williams,2,93.882
22,uae,George Russell,williams,3,92.609
22,uae,George Russell,williams,4,91.678
22,uae,George Russell,williams,5,92.508
22,uae,George Russell,williams,6,91.589
22,uae,George Russell,williams,7,92.193
22,uae,George Russell,williams,8,91.554
22,uae,George Russell,williams,9,91.631
22,uae,George Russell,williams,10,90.793
22,uae,George Russell,williams,11,90.957
22,uae,George Russell,williams,12,91.068
22,uae,George Russell,williams,13,90.768
22,uae,George Russell,williams,14,90.853
22,uae,George Russell,williams,15,91.729
22,uae,George Russell,williams,16,91.206
22,uae,George Russell,williams,17,92.536
22,uae,George Russell,williams,18,91.252
22,uae,George Russell,williams,19,92.053
22,uae,George Russell,williams,20,91.065
22,uae,George Russell,williams,21,90.821
22,uae,George Russell,williams,22,90.647
22,uae,George Russell,williams,23,91.577
22,uae,George Russell,williams,24,92.794
22,uae,George Russell,williams,25,166.262
22,uae,Lance Stroll,astonM,1,93.222
22,uae,Lance Stroll,astonM,2,91.943
22,uae,Lance Stroll,astonM,3,91.871
22,uae,Lance Stroll,astonM,4,93.084
22,uae,Lance Stroll,astonM,5,91.59
22,uae,Lance Stroll,astonM,6,91.07
22,uae,Lance Stroll,astonM,7,91.007
22,uae,Lance Stroll,astonM,8,91.086
22,uae,Lance Stroll,astonM,9,91.052
22,uae,Lance Stroll,astonM,10,90.743
22,uae,Lance Stroll,astonM,11,90.858
22,uae,Lance Stroll,astonM,12,90.581
22,uae,Lance Stroll,astonM,13,90.622
22,uae,Lance Stroll,astonM,14,90.446
22,uae,Lance Stroll,astonM,15,90.827
22,uae,Lance Stroll,astonM,16,90.519
22,uae,Lance Stroll,astonM,17,90.369
22,uae,Lance Stroll,astonM,18,90.283
22,uae,Lance Stroll,astonM,19,90.802
22,uae,Lance Stroll,astonM,20,92.575
22,uae,Lance Stroll,astonM,21,110.845
22,uae,Lance Stroll,astonM,22,89.676
22,uae,Lance Stroll,astonM,23,89.839
22,uae,Lance Stroll,astonM,24,89.997
22,uae,Lance Stroll,astonM,25,89.954
22,uae,Lance Stroll,astonM,26,89.924
22,uae,Lance Stroll,astonM,27,90.847
22,uae,Lance Stroll,astonM,28,89.324
22,uae,Lance Stroll,astonM,29,89.439
22,uae,Lance Stroll,astonM,30,89.394
22,uae,Lance Stroll,astonM,31,89.409
22,uae,Lance Stroll,astonM,32,89.386
22,uae,Lance Stroll,astonM,33,89.223
22,uae,Lance Stroll,astonM,34,101.827
22,uae,Lance Stroll,astonM,35,114.796
22,uae,Lance Stroll,astonM,36,93.421
22,uae,Lance Stroll,astonM,37,91.164
22,uae,Lance Stroll,astonM,38,88.946
22,uae,Lance Stroll,astonM,39,89.075
22,uae,Lance Stroll,astonM,40,88.994
22,uae,Lance Stroll,astonM,41,88.649
22,uae,Lance Stroll,astonM,42,88.807
22,uae,Lance Stroll,astonM,43,90.394
22,uae,Lance Stroll,astonM,44,88.776
22,uae,Lance Stroll,astonM,45,88.789
22,uae,Lando Norris,mclaren,1,90.963
22,uae,Lando Norris,mclaren,2,90.765
22,uae,Lando Norris,mclaren,3,90.355
22,uae,Lando Norris,mclaren,4,90.501
22,uae,Lando Norris,mclaren,5,90.555
22,uae,Lando Norris,mclaren,6,90.312
22,uae,Lando Norris,mclaren,7,90.287
22,uae,Lando Norris,mclaren,8,90.156
22,uae,Lando Norris,mclaren,9,90.243
22,uae,Lando Norris,mclaren,10,90.091
22,uae,Lando Norris,mclaren,11,90.085
22,uae,Lando Norris,mclaren,12,90.583
22,uae,Lando Norris,mclaren,13,90.775
22,uae,Lando Norris,mclaren,14,90.348
22,uae,Lando Norris,mclaren,15,90.106
22,uae,Lando Norris,mclaren,16,92.251
22,uae,Lando Norris,mclaren,17,110.162
22,uae,Lando Norris,mclaren,18,90.364
22,uae,Lando Norris,mclaren,19,89.439
22,uae,Lando Norris,mclaren,20,89.907
22,uae,Lando Norris,mclaren,21,89.206
22,uae,Lando Norris,mclaren,22,89.446
22,uae,Lando Norris,mclaren,23,89.295
22,uae,Lando Norris,mclaren,24,89.272
22,uae,Lando Norris,mclaren,25,89.352
22,uae,Lando Norris,mclaren,26,89.183
22,uae,Lando Norris,mclaren,27,89.164
22,uae,Lando Norris,mclaren,28,89.208
22,uae,Lando Norris,mclaren,29,89.095
22,uae,Lando Norris,mclaren,30,89.137
22,uae,Lando Norris,mclaren,31,89.091
22,uae,Lando Norris,mclaren,32,88.826
22,uae,Lando Norris,mclaren,33,88.801
22,uae,Lando Norris,mclaren,34,93.466
22,uae,Lando Norris,mclaren,35,115.172
22,uae,Lando Norris,mclaren,36,101.894
22,uae,Lando Norris,mclaren,37,88.467
22,uae,Lando Norris,mclaren,38,88.43
22,uae,Lando Norris,mclaren,39,88.446
22,uae,Lando Norris,mclaren,40,88.289
22,uae,Lando Norris,mclaren,41,88.388
22,uae,Lando Norris,mclaren,42,88.178
22,uae,Lando Norris,mclaren,43,88.148
22,uae,Lando Norris,mclaren,44,88.008
22,uae,Lando Norris,mclaren,45,88.059
22,uae,Lewis Hamilton,mercedes,1,88.791
22,uae,Lewis Hamilton,mercedes,2,88.587
22,uae,Lewis Hamilton,mercedes,3,88.789
22,uae,Lewis Hamilton,mercedes,4,88.63
22,uae,Lewis Hamilton,mercedes,5,88.593
22,uae,Lewis Hamilton,mercedes,6,88.55
22,uae,Lewis Hamilton,mercedes,7,88.585
22,uae,Lewis Hamilton,mercedes,8,88.356
22,uae,Lewis Hamilton,mercedes,9,88.216
22,uae,Lewis Hamilton,mercedes,10,88.134
22,uae,Lewis Hamilton,mercedes,11,88.566
22,uae,Lewis Hamilton,mercedes,12,88.258
22,uae,Lewis Hamilton,mercedes,13,90.253
22,uae,Lewis Hamilton,mercedes,14,108.755
22,uae,Lewis Hamilton,mercedes,15,87.833
22,uae,Lewis Hamilton,mercedes,16,87.78
22,uae,Lewis Hamilton,mercedes,17,87.889
22,uae,Lewis Hamilton,mercedes,18,88.232
22,uae,Lewis Hamilton,mercedes,19,93.443
22,uae,Lewis Hamilton,mercedes,20,90.485
22,uae,Lewis Hamilton,mercedes,21,88.006
22,uae,Lewis Hamilton,mercedes,22,87.663
22,uae,Lewis Hamilton,mercedes,23,87.979
22,uae,Lewis Hamilton,mercedes,24,87.87
22,uae,Lewis Hamilton,mercedes,25,88.077
22,uae,Lewis Hamilton,mercedes,26,87.975
22,uae,Lewis Hamilton,mercedes,27,88.143
22,uae,Lewis Hamilton,mercedes,28,87.484
22,uae,Lewis Hamilton,mercedes,29,87.508
22,uae,Lewis Hamilton,mercedes,30,87.495
22,uae,Lewis Hamilton,mercedes,31,87.444
22,uae,Lewis Hamilton,mercedes,32,87.742
22,uae,Lewis Hamilton,mercedes,33,87.201
22,uae,Lewis Hamilton,mercedes,34,87.591
22,uae,Lewis Hamilton,mercedes,35,101.467
22,uae,Lewis Hamilton,mercedes,36,116.216
22,uae,Lewis Hamilton,mercedes,37,90.157
22,uae,Lewis Hamilton,mercedes,38,86.762
22,uae,Lewis Hamilton,mercedes,39,87.387
22,uae,Lewis Hamilton,mercedes,40,86.718
22,uae,Lewis Hamilton,mercedes,41,86.782
22,uae,Lewis Hamilton,mercedes,42,86.615
22,uae,Lewis Hamilton,mercedes,43,87.02
22,uae,Lewis Hamilton,mercedes,44,86.966
22,uae,Lewis Hamilton,mercedes,45,87.27
22,uae,Lewis Hamilton,mercedes,46,87.683
22,uae,Max Verstappen,redB,1,89.103
22,uae,Max Verstappen,redB,2,88.827
22,uae,Max Verstappen,redB,3,89.026
22,uae,Max Verstappen,redB,4,88.718
22,uae,Max Verstappen,redB,5,88.707
22,uae,Max Verstappen,redB,6,88.636
22,uae,Max Verstappen,redB,7,88.817
22,uae,Max Verstappen,redB,8,88.671
22,uae,Max Verstappen,redB,9,88.89
22,uae,Max Verstappen,redB,10,89.137
22,uae,Max Verstappen,redB,11,89.282
22,uae,Max Verstappen,redB,12,91.515
22,uae,Max Verstappen,redB,13,107.251
22,uae,Max Verstappen,redB,14,88.492
22,uae,Max Verstappen,redB,15,89.006
22,uae,Max Verstappen,redB,16,89.108
22,uae,Max Verstappen,redB,17,88.502
22,uae,Max Verstappen,redB,18,88.713
22,uae,Max Verstappen,redB,19,88.387
22,uae,Max Verstappen,redB,20,88.569
22,uae,Max Verstappen,redB,21,88.322
22,uae,Max Verstappen,redB,22,88.175
22,uae,Max Verstappen,redB,23,88.179
22,uae,Max Verstappen,redB,24,88.041
22,uae,Max Verstappen,redB,25,88.6
22,uae,Max Verstappen,redB,26,88.348
22,uae,Max Verstappen,redB,27,87.935
22,uae,Max Verstappen,redB,28,87.904
22,uae,Max Verstappen,redB,29,87.678
22,uae,Max Verstappen,redB,30,87.917
22,uae,Max Verstappen,redB,31,87.913
22,uae,Max Verstappen,redB,32,87.581
22,uae,Max Verstappen,redB,33,87.783
22,uae,Max Verstappen,redB,34,87.761
22,uae,Max Verstappen,redB,35,103.598
22,uae,Max Verstappen,redB,36,128.605
22,uae,Max Verstappen,redB,37,86.321
22,uae,Max Verstappen,redB,38,86.103
22,uae,Max Verstappen,redB,39,86.552
22,uae,Max Verstappen,redB,40,86.301
22,uae,Max Verstappen,redB,41,86.463
22,uae,Max Verstappen,redB,42,86.437
22,uae,Max Verstappen,redB,43,86.808
22,uae,Max Verstappen,redB,44,86.768
22,uae,Max Verstappen,redB,45,87.048
22,uae,Max Verstappen,redB,46,86.656
22,uae,Mick Schumacher,haas,1,94.049
22,uae,Mick Schumacher,haas,2,93.612
22,uae,Mick Schumacher,haas,3,92.407
22,uae,Mick Schumacher,haas,4,91.634
22,uae,Mick Schumacher,haas,5,92.041
22,uae,Mick Schumacher,haas,6,91.681
22,uae,Mick Schumacher,haas,7,92.228
22,uae,Mick Schumacher,haas,8,91.755
22,uae,Mick Schumacher,haas,9,93.378
22,uae,Mick Schumacher,haas,10,110.461
22,uae,Mick Schumacher,haas,11,90.122
22,uae,Mick Schumacher,haas,12,90.231
22,uae,Mick Schumacher,haas,13,90.727
22,uae,Mick Schumacher,haas,14,90.687
22,uae,Mick Schumacher,haas,15,90.458
22,uae,Mick Schumacher,haas,16,90.581
22,uae,Mick Schumacher,haas,17,90.736
22,uae,Mick Schumacher,haas,18,90.983
22,uae,Mick Schumacher,haas,19,90.586
22,uae,Mick Schumacher,haas,20,90.95
22,uae,Mick Schumacher,haas,21,90.884
22,uae,Mick Schumacher,haas,22,90.946
22,uae,Mick Schumacher,haas,23,90.52
22,uae,Mick Schumacher,haas,24,90.266
22,uae,Mick Schumacher,haas,25,90.969
22,uae,Mick Schumacher,haas,26,90.904
22,uae,Mick Schumacher,haas,27,90.726
22,uae,Mick Schumacher,haas,28,90.524
22,uae,Mick Schumacher,haas,29,92.165
22,uae,Mick Schumacher,haas,30,92.29
22,uae,Mick Schumacher,haas,31,90.218
22,uae,Mick Schumacher,haas,32,90.038
22,uae,Mick Schumacher,haas,33,90.006
22,uae,Mick Schumacher,haas,34,106.601
22,uae,Mick Schumacher,haas,35,115.12
22,uae,Mick Schumacher,haas,36,92.144
22,uae,Mick Schumacher,haas,37,89.58
22,uae,Mick Schumacher,haas,38,89.74
22,uae,Mick Schumacher,haas,39,89.767
22,uae,Mick Schumacher,haas,40,89.654
22,uae,Mick Schumacher,haas,41,89.457
22,uae,Mick Schumacher,haas,42,89.552
22,uae,Mick Schumacher,haas,43,89.929
22,uae,Mick Schumacher,haas,44,91.055
22,uae,Mick Schumacher,haas,45,90.25
22,uae,Nicholas Latifi,williams,1,94.545
22,uae,Nicholas Latifi,williams,2,93.236
22,uae,Nicholas Latifi,williams,3,92.304
22,uae,Nicholas Latifi,williams,4,91.755
22,uae,Nicholas Latifi,williams,5,92.003
22,uae,Nicholas Latifi,williams,6,91.378
22,uae,Nicholas Latifi,williams,7,91.795
22,uae,Nicholas Latifi,williams,8,91.704
22,uae,Nicholas Latifi,williams,9,91.389
22,uae,Nicholas Latifi,williams,10,91.511
22,uae,Nicholas Latifi,williams,11,90.971
22,uae,Nicholas Latifi,williams,12,91.078
22,uae,Nicholas Latifi,williams,13,90.932
22,uae,Nicholas Latifi,williams,14,91.134
22,uae,Nicholas Latifi,williams,15,91.047
22,uae,Nicholas Latifi,williams,16,91.891
22,uae,Nicholas Latifi,williams,17,90.912
22,uae,Nicholas Latifi,williams,18,90.884
22,uae,Nicholas Latifi,williams,19,92.317
22,uae,Nicholas Latifi,williams,20,90.886
22,uae,Nicholas Latifi,williams,21,92.122
22,uae,Nicholas Latifi,williams,22,90.803
22,uae,Nicholas Latifi,williams,23,90.935
22,uae,Nicholas Latifi,williams,24,91.055
22,uae,Nicholas Latifi,williams,25,91.067
22,uae,Nicholas Latifi,williams,26,92.497
22,uae,Nicholas Latifi,williams,27,94.166
22,uae,Nicholas Latifi,williams,28,109.78
22,uae,Nicholas Latifi,williams,29,89.293
22,uae,Nicholas Latifi,williams,30,89.393
22,uae,Nicholas Latifi,williams,31,89.431
22,uae,Nicholas Latifi,williams,32,89.542
22,uae,Nicholas Latifi,williams,33,89.53
22,uae,Nicholas Latifi,williams,34,107.576
22,uae,Nicholas Latifi,williams,35,113.57
22,uae,Nicholas Latifi,williams,36,91.298
22,uae,Nicholas Latifi,williams,37,89.844
22,uae,Nicholas Latifi,williams,38,89.897
22,uae,Nicholas Latifi,williams,39,89.627
22,uae,Nicholas Latifi,williams,40,89.676
22,uae,Nicholas Latifi,williams,41,89.542
22,uae,Nicholas Latifi,williams,42,89.337
22,uae,Nicholas Latifi,williams,43,89.824
22,uae,Nicholas Latifi,williams,44,90.962
22,uae,Nicholas Latifi,williams,45,89.995
22,uae,Pierre Gasly,alphaT,1,92.814
22,uae,Pierre Gasly,alphaT,2,91.533
22,uae,Pierre Gasly,alphaT,3,91.439
22,uae,Pierre Gasly,alphaT,4,91.367
22,uae,Pierre Gasly,alphaT,5,90.786
22,uae,Pierre Gasly,alphaT,6,90.757
22,uae,Pierre Gasly,alphaT,7,91.135
22,uae,Pierre Gasly,alphaT,8,91.365
22,uae,Pierre Gasly,alphaT,9,90.88
22,uae,Pierre Gasly,alphaT,10,90.726
22,uae,Pierre Gasly,alphaT,11,90.547
22,uae,Pierre Gasly,alphaT,12,90.408
22,uae,Pierre Gasly,alphaT,13,90.641
22,uae,Pierre Gasly,alphaT,14,90.686
22,uae,Pierre Gasly,alphaT,15,90.629
22,uae,Pierre Gasly,alphaT,16,90.744
22,uae,Pierre Gasly,alphaT,17,90.725
22,uae,Pierre Gasly,alphaT,18,90.475
22,uae,Pierre Gasly,alphaT,19,89.954
22,uae,Pierre Gasly,alphaT,20,89.652
22,uae,Pierre Gasly,alphaT,21,89.757
22,uae,Pierre Gasly,alphaT,22,89.607
22,uae,Pierre Gasly,alphaT,23,89.646
